province,cluster_id,cluster_name,exception_labels,pathway_evidence,pathway_class,pathway_score,specific_evidence
Anhui,1,Eastern production-infrastructure belt,signal reverser,sediment | fluoroquinolones | E. coli | Ceftazidime,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway
Shaanxi,3,Inland surveillance-gap belt,matrix hotspot,sediment | macrolides | P. aeruginosa | Tobramycin,Strong lead,21,sediment macrolides burden >= p90
Shaanxi,3,Inland surveillance-gap belt,matrix hotspot,sediment | macrolides | K. pneumoniae | Ceftriaxone,Strong lead,21,sediment macrolides burden >= p90
Shaanxi,3,Inland surveillance-gap belt,matrix hotspot,sediment | macrolides | P. aeruginosa | Polymyxin B,Strong lead,21,sediment macrolides burden >= p90
Shaanxi,3,Inland surveillance-gap belt,matrix hotspot,sediment | macrolides | K. pneumoniae | Ampicillin,Strong lead,21,sediment macrolides burden >= p90
Shandong,1,Eastern production-infrastructure belt,signal reverser,soil | tetracyclines | S. aureus | Penicillin G,Strong lead,21,low soil tetracyclines burden within a high-scoring pathway
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | K. pneumoniae | Levofloxacin,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | K. pneumoniae | Tobramycin,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | K. pneumoniae | Imipenem,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | E. coli | Ceftazidime,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | P. aeruginosa | Piperacillin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | P. aeruginosa | Amikacin,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal amplifier; signal reverser,sediment | fluoroquinolones | K. pneumoniae | Polymyxin B,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones; most influential province in LOO check
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | K. pneumoniae | Cefazolin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | K. pneumoniae | Ciprofloxacin,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | K. pneumoniae | Ertapenem,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | macrolides | S. aureus | Penicillin G,Strong lead,21,environmental record count high for sediment macrolides
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | P. aeruginosa | Imipenem,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | E. coli | Nitrofurantoin,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | E. coli | Tigecycline,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | A. baumannii | Amikacin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | P. aeruginosa | Levofloxacin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | S. aureus | Amikacin,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | K. pneumoniae | Ceftazidime,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | S. aureus | Amikacin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | K. pneumoniae | Cefotetan,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | A. baumannii | Gentamicin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | K. pneumoniae | Amikacin,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | P. aeruginosa | Aztreonam,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | P. aeruginosa | Ceftazidime,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | A. baumannii | Polymyxin B,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | E. coli | Cefuroxime,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | P. aeruginosa | Polymyxin B,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | E. coli | Ceftriaxone,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | K. pneumoniae | Meropenem,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | E. coli | Cefepime,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | S. aureus | Nitrofurantoin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | P. aeruginosa | Imipenem,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | E. coli | Ampicillin,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | P. aeruginosa | Tobramycin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | A. baumannii | Imipenem,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | K. pneumoniae | Gentamicin,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | P. aeruginosa | Meropenem,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | macrolides | P. aeruginosa | Tobramycin,Strong lead,21,environmental record count high for sediment macrolides
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | P. aeruginosa | Amikacin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | P. aeruginosa | Ciprofloxacin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | K. pneumoniae | Aztreonam,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | K. pneumoniae | Nitrofurantoin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | S. aureus | Clindamycin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | E. coli | Gentamicin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | P. aeruginosa | Gentamicin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | K. pneumoniae | Ciprofloxacin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | E. coli | Cefotetan,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | macrolides | K. pneumoniae | Ceftriaxone,Strong lead,21,environmental record count high for sediment macrolides
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | K. pneumoniae | Gentamicin,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | macrolides | P. aeruginosa | Polymyxin B,Strong lead,21,environmental record count high for sediment macrolides
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | tetracyclines | E. coli | Cefotaxime,Strong lead,21,environmental record count high for sediment tetracyclines
Shandong,1,Eastern production-infrastructure belt,coverage outlier; signal reverser,sediment | fluoroquinolones | K. pneumoniae | Ertapenem,Strong lead,21,low sediment fluoroquinolones burden within a high-scoring pathway; environmental record count high for sediment fluoroquinolones
Shandong,1,Eastern production-infrastructure belt,coverage outlier,sediment | macrolides | K. pneumoniae | Ampicillin,Strong lead,21,environmental record count high for sediment macrolides
Shanghai,2,Urban-industrial wastewater core,coverage outlier,sediment | sulfonamides | P. aeruginosa | Piperacillin,Strong lead,21,environmental record count high for sediment sulfonamides
Shanghai,2,Urban-industrial wastewater core,coverage outlier,sediment | sulfonamides | S. aureus | Cefoxitin,Strong lead,21,environmental record count high for sediment sulfonamides
Shanghai,2,Urban-industrial wastewater core,coverage outlier,sediment | sulfonamides | P. aeruginosa | Aztreonam,Strong lead,21,environmental record count high for sediment sulfonamides
Shanghai,2,Urban-industrial wastewater core,coverage outlier,sediment | sulfonamides | K. pneumoniae | Aztreonam,Strong lead,21,environmental record count high for sediment sulfonamides
Shanghai,2,Urban-industrial wastewater core,coverage outlier,sediment | sulfonamides | A. baumannii | Gentamicin,Strong lead,21,environmental record count high for sediment sulfonamides
Shanghai,2,Urban-industrial wastewater core,coverage outlier,sediment | sulfonamides | K. pneumoniae | Ampicillin,Strong lead,21,environmental record count high for sediment sulfonamides
Shanxi,3,Inland surveillance-gap belt,signal reverser,soil | tetracyclines | S. aureus | Penicillin G,Strong lead,21,low soil tetracyclines burden within a high-scoring pathway
Tianjin,2,Urban-industrial wastewater core,signal amplifier,sediment | tetracyclines | E. coli | Nitrofurantoin,Strong lead,21,most influential province in LOO check
Tianjin,2,Urban-industrial wastewater core,signal amplifier,sediment | tetracyclines | S. aureus | Amikacin,Strong lead,21,most influential province in LOO check
Tianjin,2,Urban-industrial wastewater core,signal amplifier,sediment | fluoroquinolones | E. coli | Cefuroxime,Strong lead,21,most influential province in LOO check
Tibet,3,Inland surveillance-gap belt,matrix hotspot,sediment | sulfonamides | P. aeruginosa | Piperacillin,Strong lead,21,sediment sulfonamides burden >= p90
Tibet,3,Inland surveillance-gap belt,matrix hotspot; signal amplifier,sediment | sulfonamides | S. aureus | Cefoxitin,Strong lead,21,sediment sulfonamides burden >= p90; most influential province in LOO check
Tibet,3,Inland surveillance-gap belt,matrix hotspot,sediment | sulfonamides | P. aeruginosa | Aztreonam,Strong lead,21,sediment sulfonamides burden >= p90
Tibet,3,Inland surveillance-gap belt,matrix hotspot; signal amplifier,sediment | macrolides | S. aureus | Penicillin G,Strong lead,21,sediment macrolides burden >= p90; most influential province in LOO check
Tibet,3,Inland surveillance-gap belt,matrix hotspot,sediment | sulfonamides | K. pneumoniae | Aztreonam,Strong lead,21,sediment sulfonamides burden >= p90
Tibet,3,Inland surveillance-gap belt,matrix hotspot,sediment | sulfonamides | A. baumannii | Gentamicin,Strong lead,21,sediment sulfonamides burden >= p90
Tibet,3,Inland surveillance-gap belt,matrix hotspot,sediment | macrolides | P. aeruginosa | Tobramycin,Strong lead,21,sediment macrolides burden >= p90
Tibet,3,Inland surveillance-gap belt,matrix hotspot,sediment | sulfonamides | K. pneumoniae | Ampicillin,Strong lead,21,sediment sulfonamides burden >= p90
Tibet,3,Inland surveillance-gap belt,matrix hotspot; signal amplifier,sediment | macrolides | K. pneumoniae | Ceftriaxone,Strong lead,21,sediment macrolides burden >= p90; most influential province in LOO check
Tibet,3,Inland surveillance-gap belt,matrix hotspot; signal amplifier,sediment | macrolides | P. aeruginosa | Polymyxin B,Strong lead,21,sediment macrolides burden >= p90; most influential province in LOO check
Tibet,3,Inland surveillance-gap belt,matrix hotspot,sediment | macrolides | K. pneumoniae | Ampicillin,Strong lead,21,sediment macrolides burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot; signal amplifier,sediment | fluoroquinolones | E. coli | Ceftazidime,Strong lead,21,sediment fluoroquinolones burden >= p90; most influential province in LOO check
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot; signal amplifier,sediment | fluoroquinolones | P. aeruginosa | Piperacillin,Strong lead,21,sediment fluoroquinolones burden >= p90; most influential province in LOO check
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | K. pneumoniae | Polymyxin B,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot; signal amplifier,sediment | fluoroquinolones | K. pneumoniae | Cefazolin,Strong lead,21,sediment fluoroquinolones burden >= p90; most influential province in LOO check
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | A. baumannii | Amikacin,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | P. aeruginosa | Levofloxacin,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot; signal amplifier,sediment | fluoroquinolones | S. aureus | Amikacin,Strong lead,21,sediment fluoroquinolones burden >= p90; most influential province in LOO check
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | A. baumannii | Gentamicin,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | P. aeruginosa | Ceftazidime,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | A. baumannii | Polymyxin B,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | E. coli | Cefuroxime,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | P. aeruginosa | Polymyxin B,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot; signal amplifier,sediment | fluoroquinolones | E. coli | Ceftriaxone,Strong lead,21,sediment fluoroquinolones burden >= p90; most influential province in LOO check
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | S. aureus | Nitrofurantoin,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | P. aeruginosa | Imipenem,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | P. aeruginosa | Tobramycin,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | A. baumannii | Imipenem,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | P. aeruginosa | Meropenem,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | P. aeruginosa | Amikacin,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | P. aeruginosa | Ciprofloxacin,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | K. pneumoniae | Nitrofurantoin,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | S. aureus | Clindamycin,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot; signal amplifier,sediment | fluoroquinolones | E. coli | Gentamicin,Strong lead,21,sediment fluoroquinolones burden >= p90; most influential province in LOO check
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | P. aeruginosa | Gentamicin,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | K. pneumoniae | Ciprofloxacin,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | K. pneumoniae | Gentamicin,Strong lead,21,sediment fluoroquinolones burden >= p90
Xinjiang,3,Inland surveillance-gap belt,matrix hotspot,sediment | fluoroquinolones | K. pneumoniae | Ertapenem,Strong lead,21,sediment fluoroquinolones burden >= p90
Zhejiang,1,Eastern production-infrastructure belt,coverage outlier; signal amplifier,soil | tetracyclines | S. aureus | Penicillin G,Strong lead,21,environmental record count high for soil tetracyclines; most influential province in LOO check
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | K. pneumoniae | Levofloxacin,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | K. pneumoniae | Tobramycin,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | K. pneumoniae | Imipenem,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | P. aeruginosa | Amikacin,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | K. pneumoniae | Ciprofloxacin,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | K. pneumoniae | Ertapenem,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | P. aeruginosa | Imipenem,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | E. coli | Nitrofurantoin,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | E. coli | Tigecycline,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | S. aureus | Amikacin,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | K. pneumoniae | Ceftazidime,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | K. pneumoniae | Cefotetan,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | K. pneumoniae | Amikacin,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | P. aeruginosa | Aztreonam,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | K. pneumoniae | Meropenem,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | E. coli | Cefepime,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | E. coli | Ampicillin,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | K. pneumoniae | Gentamicin,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | K. pneumoniae | Aztreonam,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | E. coli | Cefotetan,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
Zhejiang,1,Eastern production-infrastructure belt,signal reverser,sediment | tetracyclines | E. coli | Cefotaxime,Strong lead,21,low sediment tetracyclines burden within a high-scoring pathway
